,Title,Company,Location,Package,Description,Skills,Min_Experience,Max_Experience
4315,"SDE 1, Search Science and AI",Amazon,"Bengaluru / Bangalore, India",Not Specified,"DESCRIPTION Job summary Amazon product search, one of the most heavily used services in the world, indexes billions of products and serves hundreds of millions of customers world-wide daily. We are working on a new initiative to transform our search",[],1,4
4316,Senior Software Engineer,FactSet Philippines Inc,"Hyderabad / Secunderabad, Hyderabad",Not Specified,"JOB RESPONSIBILITIES FactSet Digital Solutions Group, a subsidiary of FactSet Research Systems Inc. is looking for a talented Software Engineer who will be responsible for designing, developing and maintaining custom solutions for internal and exter",[],5,8
4317,Web Development Engineer,Amazon,Bengaluru / Bangalore,Not Specified,Job Description : Job summary Advertising at Amazon is a fast-growing multi-billion dollar business that encompasses ads on Amazon and a vast network of hundreds of thousands of third party publishers. The charter of the Traffic Quality team is to id,['Web Development Engineer'],5,8
4318,Software Development Engineer,Amazon,"Hyderabad / Secunderabad, Hyderabad",Not Specified,"Job Description : As part of the Last Mile Technology group, this team is responsible for ensuring best-in-class delivery experience for customers who shop on Amazon. The Places team does this by learning all we can about every possible delivery loca",['Software Development Engineer'],10,13
4319,Data Engineering Digital Data Engineering Practitioner,Accenture,"Bengaluru / Bangalore, India",Not Specified,"About Accenture: Accenture is a global professional services company with leading capabilities in digital, cloud and security. Combining unmatched experience and specialized skills across more than 40 industries, we offer Strategy and Consulting, Int",['Analytics and Insights'],8,10
4320,Software Development Manager,Amazon,Gurgaon / Gurugram,Not Specified,"Job Description : Are you interested in building high-performance, globally scalable Financial systems that support Amazon's current and future growth? Are you seeking an environment where you can drive innovation leveraging the scalability and innov",['Software Development Manager'],7,10
4321,Senior Program Manager,Microsoft,India,Not Specified,"Microsoft Digital (MSDigital) builds and manages critical products and services that Microsoft runs on. We boldly pursue big ideas that power transformational advances for Microsoft and its customers, while helping Microsoft teams work smarter, faste",[],8,11
4322,Lead Consultant,Amazon,"Hyderabad / Secunderabad, Hyderabad",Not Specified,"Job Description : About Us Inclusive Team Culture Here at AWS, we embrace our differences. We are committed to furthering our culture of inclusion. We have ten employee-led affinity groups, reaching 40,000 employees in over 190 chapters globally. We",['Lead Consultant'],8,11
4323,Software Development Engineer,Amazon,Gurgaon / Gurugram,Not Specified,"Job Description : Are you interested in building the next generation cloud based highly scalable financial systems that can handle hundreds of billions of dollars in transactions? Our challenge is to deliver software systems which accurately capture,",['Software Development Engineer'],2,5
4324,Database Migration Specialist,Amazon,"Hyderabad / Secunderabad, Hyderabad",Not Specified,"Job Description : Amazon has built a reputation for excellence with recent examples of being named #1 in customer service, #1 most trusted, and #2 most innovative. Amazon has a fast-paced environment where we ""Work Hard, Have Fun, Make History."" Am",['Database Migration Specialist'],10,13
4325,Front,Amazon,Bengaluru / Bangalore,Not Specified,"Job Description : Jeff Bezos, 2016 Annual Letter to Shareholders: ‘India is another example of how we globalize an offering like Marketplace through customer obsession and a passion for invention… We're also globalizing Fulfilment by Amazon, adapting",['Front'],5,8
4326,QR - Wholesale Credit Risk - Associate,JP Morgan Chase & Co.,Mumbai,Not Specified,"Job Description : About Quantitative Research Quantitative Research (QR) is an expert quantitative modeling group in J.P. Morgan, as well as a leader in financial engineering, data analytics, statistical modeling and portfolio management. As a globa",['QR - Wholesale Credit Risk - Associate'],3,5
4327,Software Development Engineer in Test,Amazon,Bengaluru / Bangalore,Not Specified,Job Description : Amazon has spent years building one of the world's most efficient and optimized supply chains. The Amazon Distribution and Fulfillment Solutions Org (ADFS) will build on that foundation and continue to innovate end-to-end supply cha,['Software Development Engineer in Test'],,
4328,Graphics Physical Design Engineer,Qualcomm,"India, Bengaluru / Bangalore",Not Specified,"Company: Qualcomm India Private LimitedJob Area: Engineering Group, Engineering Group > Hardware Engineering General SummaryTitle: Graphics Physical Design Engineer Job Overview: Qualcomm is a company of inventors that unlocked 5G ushering in an ag",['Graphics Physical Design Engineer'],2,5
4329,Graphics Physical Design Engineer,Qualcomm,"India, Bengaluru / Bangalore",Not Specified,"Company: Qualcomm India Private LimitedJob Area: Engineering Group, Engineering Group > Hardware Engineering General SummaryTitle: Graphics Physical Design Engineer Job Overview: Qualcomm is a company of inventors that unlocked 5G ushering in an ag",['Graphics Physical Design Engineer'],10,13
4330,Software Development Engineer,Amazon,Bengaluru / Bangalore,Not Specified,Job Description : Amazon Web Services is seeking an outstanding Software Development Engineer to join the AWS Data Platform team. Join a rapidly growing team of software engineers that are building best-in-class tools and large-scale distributed sys,['Software Development Engineer'],5,8
4331,Software Engineer,Amazon,Bengaluru / Bangalore,Not Specified,"Job Description : Have you used the search box on Amazon.com or any of our mobile apps? If so, our team helped make sure you got those results! We're looking for inventive people to help us make the search experience even better. The Search Data Agg",['Software Engineer'],,
4332,"Software Development Engineer, Alexa AI",Amazon,Bengaluru / Bangalore,Not Specified,"Job Description : Job summary Come be a pioneer! Amazon Echo devices and Alexa are changing the way people all over the world are interacting with computers. We are creating a world where access to information, control of your smart home, and communi","['Alexa AI', 'Software Development Engineer']",2,5
4333,Digital Associate,Amazon,"India, Hyderabad",Not Specified,"DESCRIPTION Job summary Performs simple annotation-related tasks in a narrow ML data process area (e.g. audio, image, and/or video-file). Uses internal tools and software provided by team. May participate in data collection activities when scripts a",['Digital Associate'],,
4334,Software Development Engineer,Amazon,"Bengaluru / Bangalore, Aurora",Not Specified,Job Description : Looking to be part of a team building hyper-scale database services in the cloud? Do you want to revolutionize the way people manage vast volumes of data in the cloud where you have direct and immediate impact on hundreds of thousan,['Software Development Engineer'],3,6
4335,Software Development Engineer Test,Amazon,Bengaluru / Bangalore,Not Specified,"Job Description : About the team... Preserving Trust in Amazon with every customer, every transaction, every second is our mission. We do this by identifying and removing bad actors from the platform, while supporting a best-in-class customer experie",['Software Development Engineer Test'],2,5
4336,Programmer Analyst,Amazon,Bengaluru / Bangalore,Not Specified,"Job Description : Do you enjoy working in an entrepreneurial, fast paced environment, solving complex technical problems and delivering innovative solutions? Amazon is looking for a dynamic, innovative and accomplished Programmer Analyst to join CTPS",['Programmer Analyst'],3,6
4337,Digital Associate,Amazon,"India, Hyderabad",Not Specified,"DESCRIPTION Job summary Performs simple annotation-related tasks in a narrow ML data process area (e.g. audio, image, and/or video-file). Uses internal tools and software provided by team. May participate in data collection activities when scripts a",['Digital Associate'],,
4338,Senior Software Development Engineer,Amazon,Bengaluru / Bangalore,Not Specified,Job Description : Are you interested in building out a cloud-scale log analytics and search platform? Do you want to revolutionize the way people manage and derive insights from vast volumes of data in the cloud? Do you want to have direct and immedi,['Senior Software Development Engineer'],7,10
4339,Senior Software Development Engineer,Amazon,Bengaluru / Bangalore,Not Specified,Job Description : Are you interested in building out a cloud-scale log analytics and search platform? Do you want to revolutionize the way people manage and derive insights from vast volumes of data in the cloud? Do you want to have direct and immedi,['Senior Software Development Engineer'],7,10
4340,Digital Associate,Amazon,"India, Chennai",Not Specified,"DESCRIPTION Job summary Performs simple annotation-related tasks in a narrow ML data process area (e.g. audio, image, and/or video-file). Uses internal tools and software provided by team. May participate in data collection activities when scripts a",['Digital Associate'],,
4341,Digital Associate,Amazon,"India, Chennai",Not Specified,"DESCRIPTION Job summary Performs simple annotation-related tasks in a narrow ML data process area (e.g. audio, image, and/or video-file). Uses internal tools and software provided by team. May participate in data collection activities when scripts a",['Digital Associate'],,
4342,Digital Associate,Amazon,"India, Chennai",Not Specified,"DESCRIPTION Job summary Performs simple annotation-related tasks in a narrow ML data process area (e.g. audio, image, and/or video-file). Uses internal tools and software provided by team. May participate in data collection activities when scripts a",['Digital Associate'],,
4343,Sr. Software Development Engineer,Amazon,Bengaluru / Bangalore,Not Specified,Job Description : Amazon Advertising is looking for a Senior Software Development Engineer to contribute to a brand new initiative that powers Amazon's contextual advertising product. Advertising at Amazon is a fast-growing multi-billion dollar bu,"['Sr. Software Development Engineer', 'object-oriented design', 'architecture', 'Design', '', '', '', '', '']",4,7
4344,"Software Development Manager, Amazon Business",Amazon,"Hyderabad / Secunderabad, Hyderabad",Not Specified,Job Description : The Amazon Business (B2B) organization is seeking a Software Development Manager for our Amazon Business Team. The charter of this organization is to provide innovative analytics and Insights into the shopping experiences for busine,"['Amazon Business', 'Software Development Manager']",4,7
4345,SDE,Amazon,Chennai,Not Specified,"Job Description : Job summary Tablet Universal Search is core Tablet experience providing easy discovery of content . We are looking to re-achitect the platform to meet the roadmap needs, and faster experimentation. This is great opportunity to think",['SDE'],4,7
4346,Software Development Manager,Amazon,"Hyderabad / Secunderabad, Hyderabad",Not Specified,"Job Description : Are you interested in building high-performance, globally scalable Financial systems that support Amazon's current and future growth? Are you seeking an environment where you can drive innovation leveraging the scalability and innov",['Software Development Manager'],7,10
4347,"Software Development Engineer, Tablet Software",Amazon,Chennai,Not Specified,Job Description : Job summary Are your interested to learn both Device side and Service side work? Want to work in revenue impacting customer facing component? Interested to work on Android - the world's most widely used Operating System? We are loo,"['Tablet Software', 'Software Development Engineer']",2,5
4348,Software Development Manager,Amazon,Bengaluru / Bangalore,Not Specified,"Job Description : Job summary Want to be part of a dynamic start-up environment within Amazon and be at the forefront of enabling ""Amazon Pay"" outside of Amazon? The Amazon Pay IN Co-Branded Credit Card team is looking for passionate, experienced peo",['Software Development Manager'],7,10
4349,Business Analyst,Amazon,"Hyderabad / Secunderabad, Hyderabad",Not Specified,"Job Description : Amazon's Selling Partner Listing Experience team works to ensure that Sellers have a seamless listing experience on Amazon, and to facilitate the earth's largest product selection. We are looking for a Business Analyst with a passi",['Business Analyst'],1,4
4350,Data Engineer,Amazon,"Hyderabad / Secunderabad, Hyderabad",Not Specified,Job Description : Job summary Amazon is seeking an outstanding Data engineer to join Amazon's Customer Support BI team to build and support the Data and BI platform and to drive the adoption of new BI technologies to support the rapidly growing and d,[],5,8
4351,Data Engineer,Amazon,"Hyderabad / Secunderabad, Hyderabad",Not Specified,Job Description : Job summary Amazon is seeking an outstanding Data engineer to join Amazon's Customer Support BI team to build and support the Data and BI platform and to drive the adoption of new BI technologies to support the rapidly growing and d,[],5,8
4352,Data Engineer,Amazon,Bengaluru / Bangalore,Not Specified,"Job Description : AWS lands more server capacity daily than was used to run the entirety of Amazon.com in the year 2004 when it was already a $7B/year business. To manage this massive growth, we need new software and tools to optimize AWS supply ch",['Data Engineer'],3,6
4353,Sr. Product Manager,Amazon,Bengaluru / Bangalore,Not Specified,Job Description : Are you passionate about payments and customer experience? Do you have a track record of delivering on high impact business initiatives? Do you love diving deep to solve problems? Come and experience a company and team who focus on,['Sr. Product Manager'],7,10
4354,"SDE, Amazon Business",Amazon,"Hyderabad / Secunderabad, Hyderabad",Not Specified,"Job Description : Amazon Business is one of Amazon's fastest growing businesses, focused on enabling business customers to research, discover and buy business, industrial and scientific products in large catalogs. Our customers include individual pro","['SDE', 'Amazon Business']",,
4355,Software Dev Engineer II,Amazon,Bengaluru / Bangalore,Not Specified,"Job Description : Amazon.in, Amazon's marketplace in India, is building a team to take it to the next level by building capabilities that are relevant for customers in India . Our Development team plays a pivotal role in this program, with the missio",['Software Dev Engineer II'],2,5
4356,Software Dev Engineer II,Amazon,Bengaluru / Bangalore,Not Specified,"Job Description : Amazon.in, Amazon's marketplace in India, is building a team to take it to the next level by building capabilities that are relevant for customers in India . Our Development team plays a pivotal role in this program, with the missio",['Software Dev Engineer II'],2,5
4357,Software Development Engineer,Amazon,"Hyderabad / Secunderabad, Hyderabad",Not Specified,"Job Description : DESCRIPTION At Amazon, we hire the best minds in technology to innovate and build on behalf of our customers. The intense focus we have on our customers is why we are one of the world's most beloved brands - customer obsession is p",['Software Development Engineer'],,
4358,"Manager, Retail Escalations",Standard Chartered,"India, Chennai",Not Specified,"About Standard Chartered We are a leading international bank focused on helping people and companies prosper across Asia, Africa and the Middle East. To us, good performance is about much more than turning a profit. It's about showing how you embody","['Manager', 'Retail Escalations']",5,8
4359,Software Engineer II,Amazon,"Hyderabad / Secunderabad, Hyderabad",Not Specified,"Job Description : Do you want to work on cutting edge technology, solve new problems that didn't exist before, and have the ability to see the impact of your contributions? Amazon is growing, and so is our team, looking for SDE who moves fast, is ca",['Software Engineer II'],2,5
4360,Data Engineer,Amazon,Bengaluru / Bangalore,Not Specified,"Job Description : AWS lands more server capacity daily than was used to run the entirety of Amazon.com in the year 2004 when it was already a $7B/year business. To manage this massive growth, we need new software and tools to optimize AWS supply ch",['Data Engineer'],3,6
4361,Software Development Engineer,Amazon,Gurgaon / Gurugram,Not Specified,"Job Description : Job summary Do you want to define the future of Internet commerce? Are you a top-notch software engineer with a creative flare, strong problem-solving skills, the drive to build and ship products often, a solid computer science foun",[],2,5
4362,Technical Account Manager II,Amazon,Bengaluru / Bangalore,Not Specified,"Job Description : If you are a technically proficient problem solver and want to work directly with external customers then this maybe the role for you. We are looking for a support engineer who will have a strong sense of ownership, passion to provi","['digital operations', 'Mssql', 'Dynamodb', 'PowerShell', 'Ruby', 'Python']",5,8
4363,"Business Intelligence Engineer, Amazon Business India",Amazon,"Bengaluru / Bangalore, India",Not Specified,"Job Description : Job summary Amazon Business (business.amazon.in) launched in India in September 2017 with the vision to be the destination for all businesses in India to find, discover and buy for all their business needs, and it is still day 1 for","['Business Intelligence', 'Bi Strategy', 'Teradata', 'Dataset', 'Data Scientist', 'AWS', 'S3', '', '', '', '', '']",5,8
4364,"SDE 1, Search Science and AI",Amazon,Bengaluru / Bangalore,Not Specified,"Job Description : Job summary Amazon product search, one of the most heavily used services in the world, indexes billions of products and serves hundreds of millions of customers world-wide daily. We are working on a new initiative to transform our s",[],1,4
4365,Technical Account Manager,Amazon,Bengaluru / Bangalore,Not Specified,"Job Description : If you are a technically proficient problem solver and want to work directly with external customers then this maybe the role for you. We are looking for a support engineer who will have a strong sense of ownership, passion to provi","['Technical Account Management', 'digital operations', 'Mssql', 'Dynamodb', 'PowerShell', '', '']",5,8
4366,Technical Account Manager,Amazon,Bengaluru / Bangalore,Not Specified,"Job Description : If you are a technically proficient problem solver and want to work directly with external customers then this maybe the role for you. We are looking for a support engineer who will have a strong sense of ownership, passion to provi","['digital operations', 'MySQL/MSSQL', 'Dynamodb', 'Bash', 'PowerShell', 'Ruby', 'Python', '', '', '']",5,8
4367,Technical Account Manager,Amazon,Bengaluru / Bangalore,Not Specified,"Job Description : If you are a technically proficient problem solver and want to work directly with external customers then this maybe the role for you. We are looking for a support engineer who will have a strong sense of ownership, passion to provi","['Technical Account Management', 'digital operations', 'Mssql', 'Dynamodb', 'PowerShell', '', '']",5,8
4368,Technical Account Manager,Amazon,Bengaluru / Bangalore,Not Specified,"Job Description : If you are a technically proficient problem solver and want to work directly with external customers then this maybe the role for you. We are looking for a support engineer who will have a strong sense of ownership, passion to provi","['digital operations', 'MySQL/MSSQL', 'Dynamodb', 'PowerShell', 'Ruby', 'Python']",5,8
4369,Software Development Engineer,Amazon,Gurgaon / Gurugram,Not Specified,"Job Description : Do you want to define the future of Internet commerce? Are you a top-notch software engineer with a creative flare, strong problem-solving skills, the drive to build and ship products often, a solid computer science foundation, and",['Software Development Engineer'],1,4
4370,SOFTWARE DEVELOPMENT ENGINEER,Amazon,Bengaluru / Bangalore,Not Specified,Job Description : Amazon is big and very data driven. Interested in building the next generation analytics platform to make this easy at an Amazon scale? Amazon's BDT organization is building a new data lake marketplace allowing for data producers a,"['technical requirements', 'architecture', 'Design', 'Software Development Engineer', '', '', '', '', '', '', '', '']",4,7
4371,Sr. Security and Compliance Assessor,Amazon,Bengaluru / Bangalore,Not Specified,"Job Description : Amazon.com is looking for a technical industry specialist focused on driving information security compliance in Healthcare and Payments systems. This role will provide advisory guidance to new and existing businesses at Amazon, and",['Sr. Security and Compliance Assessor'],5,8
4372,Software Development Engineer,Amazon,"Hyderabad / Secunderabad, Hyderabad",Not Specified,Job Description : Address Intelligence and Experience (AIX) team is part of Amazon Last Mile Technology and is responsible for ensuring best-in-class delivery experience for customers who shop on Amazon. The AIX team does this by learning all it can,['Software Development Engineer'],2,5
4373,Sr. Software Development Engineer,Amazon,"Hyderabad / Secunderabad, Hyderabad",Not Specified,"Job Description : Are you interested in building high-performance, globally scalable Financial systems that support Amazon's current and future growth? Are you seeking an environment where you can drive innovation? Does the prospect of working with t",[],4,7
4374,SDE,Amazon,Bengaluru / Bangalore,Not Specified,"Job Description : The Intelligent Cloud Hosting (ICON) in Intelligent Cloud Control (ICC) organization has exciting jobs in Hyderabad. ICON is focused on automating the building monitoring, and management of cloud infrastructure to allow Amazon busin",['SDE'],2,5
4375,Software Developer Engineer II,Amazon,"Hyderabad / Secunderabad, Hyderabad",Not Specified,Job Description : Amazon Tax technology team is looking for individuals who can design and build world-class software. Would you like to be part of a team that is solving new business challenges through innovation and creative work? It is Day 1 in,['Software Developer Engineer II'],4,7
4376,Data Engineer,Amazon,Gurgaon / Gurugram,Not Specified,Job Description : Job summary Are you passionate about data? Does the prospect of dealing with massive volumes of data excite you? Do you want to build data engineering solutions that process billions of records a day in a scalable manner using AWS,['Data Engineer'],3,6
4377,Senior Software Development Engineer,Amazon,"Hyderabad / Secunderabad, Hyderabad",Not Specified,Job Description : Do you remember your best Customer Service experience? Want to help create an even better experience for customers? Amazon strives to be Earth's most customer-centric company where people can find and discover virtually anything the,['Senior Software Development Engineer'],7,10
4378,TM1 Application Developer,Amazon,Bengaluru / Bangalore,Not Specified,"Job Description : We need application developers! Within Amazon's Corporate Financial Planning & Analysis team (FP&A), we enjoy a unique vantage point into everything happening within Amazon. As part of that, our team designs, builds & maintains an i",['TM1 Application Developer'],4,7
4379,Systems Integration Specialist,NTT Data,"India, Chennai",Not Specified,"NTT DATA Services strives to hire exceptional, innovative and passionate individuals who want to grow with us. If you want to be part of an inclusive, adaptable, and forward-thinking organization, apply now. We are currently seeking a Systems Integra",[],5,8
4380,Software Development Engineer (Query Processing),Amazon,Bengaluru / Bangalore,Not Specified,Job Description : Opportunity to work on and make a difference in database systems specifically catered to support graph databases. This is a unique opportunity to apply your software engineering skills and databases background to build and apply new,['Software Development Engineer (Query Processing)'],2,5
4381,"Applied Scientist II, Alexa International",Amazon,Bengaluru / Bangalore,Not Specified,Job Description : Job summary Come join the Alexa International team and help us invent Alexa's future across International marketplace. We are hiring experienced scientists with entrepreneurial spirit to join us in this highly visible opportunity.,"['Applied Scientist II', 'Alexa International']",3,6
4382,Sr. Technical Program Manager,Amazon,Gurgaon / Gurugram,Not Specified,"Job Description : The Finance Automation (FinAuto) is looking for a passionate, innovative, results oriented Senior Technical Program Manager (TPM) for the FinAuto Security and Privacy team. The Security team is responsible for driving innovative enh",['Sr. Technical Program Manager'],7,10
4383,Senior Financial Analyst,Amazon,Bengaluru / Bangalore,Not Specified,"Job Description : Amazon seeks a Senior Financial Analyst in the WW Prime & Marketing Finance team supporting Asia Pacific & Emerging countries. Amazon Prime, XCM & LEO teams focus directly on our customers providing a holistic customer experience. T",['Senior Financial Analyst'],5,8
4384,Software Development Engineer II,Amazon,Bengaluru / Bangalore,Not Specified,"Job Description : The Intelligent Cloud Hosting (ICON) in Intelligent Cloud Control (ICC) organization has exciting jobs in Hyderabad. ICON is focused on automating the building monitoring, and management of cloud infrastructure to allow Amazon busin",['Software Development Engineer II'],2,5
4385,Web Development Engineer,Amazon,"Hyderabad / Secunderabad, Hyderabad",Not Specified,"Job Description : Passionate about conceptualizing, building and operating massively scalable systems? Looking forward to become the seed team member of a new initiative? If so, here is an opportunity tailored for you. Who are we? Amazon businesses",['Web Development Engineer'],4,7
4386,Business Analyst I,Amazon,Bengaluru / Bangalore,Not Specified,Job Description : Are you passionate about solving business challenges at a global scale? Amazon Employee Services is looking for an experienced Business Analyst to join our team and help unlock insights which take our business to the next level. The,"['Business Analyst', 'Statistical Analyst', 'process flow', 'Financial Analysis', 'Business Needs', '', '', '']",1,4
4387,"Applied Scientist II, Alexa International",Amazon,Bengaluru / Bangalore,Not Specified,Job Description : Job summary Come join the Alexa International team and help us invent Alexa's future across International marketplace. We are hiring experienced scientists with entrepreneurial spirit to join us in this highly visible opportunity.,"['Applied Scientist II', 'Alexa International']",3,6
4388,"Business Intelligence Engineer, Game X",Amazon,Bengaluru / Bangalore,Not Specified,"Job Description : Job summary Gaming represent a large, rapidly growing customer segment in India that is expected to grow to 620M+ by 2025. The Amazon Game X team's vision is to build fun, gamified experiences that will encourage customers to spend","['Business Intelligence Engineer', 'Game X']",4,7
4389,Software Development Engineer,Amazon,"Hyderabad / Secunderabad, Hyderabad",Not Specified,"Job Description : Want to be part of a dynamic start-up environment and aspire to build high quality, resilient, low latency and innovative solutions which can scale for next 100M payers? If yes, we at Amazon Pay India are in process of building ML b",['Software Development Engineer'],2,3
4390,IT Support Engineer II,Amazon,"Hyderabad / Secunderabad, Hyderabad",Not Specified,"Job Description : Are you passionate about helping people solve IT problems? Love being a part of an exciting and innovative environment? Join Amazon Global IT Support! We're looking for people who strive to ""Work Hard. Have Fun. Make History."" Amaz",['IT Support Engineer II'],4,7
4391,IT Support Eng II,Amazon,"Hyderabad / Secunderabad, Hyderabad",Not Specified,"Job Description : Are you passionate about helping people solve IT problems? Love being a part of an exciting and innovative environment? Join Amazon Global IT Support! We're looking for people who strive to ""Work Hard. Have Fun. Make History."" Amaz",['IT Support Eng II'],4,7
4392,Business Analyst II,Amazon,Bengaluru / Bangalore,Not Specified,"Job Description : Amazon's Risk and Compliance Services (RCS) mission is to make Amazon the safest and most trusted place worldwide to transact online, either by identifying and reporting bad actors or mitigating risk and adhering to compliance laws","['Business Analyst', 'manual data processes', 'Validation', 'Quicksight', 'business environment', '', '', '']",3,6
4393,Software Development Manager,Amazon,Gurgaon / Gurugram,Not Specified,"Job Description : Job summary Are you interested in building high-performance, globally scalable Financial systems that support Amazon's current and future growth? Are you seeking an environment where you can drive innovation? Does the prospect of wo",[],7,10
4394,Software Development Engineer,Amazon,Bengaluru / Bangalore,Not Specified,Job Description : Amazon Web Services is seeking an outstanding Software Development Engineer to join the AWS Data Platform team. Join a rapidly growing team of software engineers that are building best-in-class tools and large-scale distributed sys,['Software Development Engineer'],5,8
4395,BDT Data Engineering Manager,Amazon,"Hyderabad / Secunderabad, Hyderabad",Not Specified,"Job Description : Amazon's eCommerce Foundation (eCF) organization is responsible for the core components that drive the Amazon website and customer experience. Serving millions of customer page views and orders per day, eCF builds for scale. As an o",['BDT Data Engineering Manager'],5,8
4396,Software Engineer,Amazon,"Hyderabad / Secunderabad, Hyderabad",Not Specified,"Job Description : Do you want to work on cutting edge technology, solve new problems that didn't exist before, and have the ability to see the impact of your contributions? Amazon is growing, and so is our team, looking for SDE who moves fast, is ca",['Software Engineer'],2,5
4397,Software Engineer II,Amazon,Bengaluru / Bangalore,Not Specified,"Job Description : Do you want to work on cutting edge technology, solve new problems that didn't exist before, and have the ability to see the impact of your contributions? Amazon is growing, and so is our team, looking for SDE who moves fast, is ca",['Software Engineer II'],2,5
4398,"Software Development Engineer II, Tablet Software",Amazon,Chennai,Not Specified,Job Description : Job summary Are your interested to learn both Device side and Service side work? Want to work in revenue impacting customer facing component? Interested to work on Android - the world's most widely used Operating System? We are loo,"['Software Development Engineer II', 'Tablet Software']",2,5
4399,"PM, Trans Tech",Amazon,"Bengaluru / Bangalore, India",Not Specified,"DESCRIPTION Amazon is looking for a motivated individual for the India transportation technology team. In this role, you will: . Define, design, launch and manage new last mile tech products in India. . Gather requirements and conceptualize a tech s",[],7,10
4400,Business Analyst Support,Amazon,Bengaluru / Bangalore,Not Specified,"Job Description : Job summary Amazon Retail India team is looking for a hands on, business oriented and highly motivated data analyst to work on a range of business problems. The candidate should be comfortable handling data from multiple sources, bu",[],3,6
4401,Software Engineer - FullStack Senior Java Developer,JP Morgan Chase & Co.,Mumbai,Not Specified,"Job Description : Our Corporate & Investment Bank relies on innovators like you to build and maintain the technology that helps us safely service the world's important corporations, governments and institutions. You'll develop solutions for a bank e",[],7,10
4402,"Software Development Engineer, Alexa Identity Services",Amazon,Chennai,Not Specified,"Job Description : Job summary Do you want to change the world? Alexa and Echo are literally shaping the future of voice recognition and cloud-based content/services. Alexa is the name of the Amazon cloud service and the brain that powers Echo, the aw","['Alexa Identity Services', 'Software Development Engineer']",,
4403,Business Analyst,Amazon,Chennai,Not Specified,Job Description : Do you want to be part of the team that ensures Amazon keeps its Customer Experience promise across millions of customers worldwide? Does the challenge of driving decisions in a dynamic environment excite you? Do you love solving co,"['Business Analyst', 'data manipulation languages', 'Business Analysis', 'Sql', 'Vba', '', '', '']",1,4
4404,Quality Assurance Engineer,Amazon,Bengaluru / Bangalore,Not Specified,Job Description : Do you want to be part of the team that will build pricing automation solutions for Global Sellers - a $50+B business growing exponentially? Global selling is critical to the growth of the WW Consumer business. Pricing is setting u,['Quality Assurance Engineer'],4,7
4405,Assistant Manager - Business Development,Flipkart,"Bengaluru / Bangalore, India",Not Specified,"Job Description : Role Summary: In this role, the person would be responsible for providing business intelligence and inputs related to various aspects of Sales, category performance, sales opportunity identification, pricing analysis and related fu",[],2,4
4406,Software Engineer,Amazon,"Hyderabad / Secunderabad, Hyderabad",Not Specified,"Job Description : Do you want to work on cutting edge technology, solve new problems that didn't exist before, and have the ability to see the impact of your contributions? Amazon is growing, and so is our team, looking for SDE who moves fast, is ca",['Software Engineer'],2,5
4407,Software Development Manager,Amazon,"Hyderabad / Secunderabad, Hyderabad",Not Specified,Job Description : Amazon is looking for a leader to expand Global Finance Platform that powers tens of billions of dollars of accurate payments across multiple lines of business worldwide Amazon is seeking a rock star Software Development Manager who,['Software Development Manager'],7,10
4408,Software Developer Engineer III,Amazon,"Hyderabad / Secunderabad, Hyderabad",Not Specified,Job Description : Software Dev Engineer III Do you want to be an early member and play a key role in formulating Data and Intelligence strategy for Global Amazon Tax Engineering Services (GATES) Team? We are building new cutting edge solutions for,['Software Developer Engineer III'],7,10
4409,Dev Ops Engineer,Amazon,"Hyderabad / Secunderabad, Hyderabad",Not Specified,Job Description : The Recruiting Engine Team is reinventing how we recruit at Amazon. Recruiting the right candidates across all of Amazon is critical to our ability to innovate and build on behalf of customers. As the search for talent becomes more,['Dev Ops Engineer'],4,7
4410,Quality Assurance Engineer,Amazon,Bengaluru / Bangalore,Not Specified,Job Description : Do you want to be part of the team that will build pricing automation solutions for Global Sellers - a $50+B business growing exponentially? Global selling is critical to the growth of the WW Consumer business. Pricing is setting u,['Quality Assurance Engineer'],4,7
4411,Web Development Engineer,Amazon,"Hyderabad / Secunderabad, Hyderabad",Not Specified,"Job Description : Passionate about conceptualising, building and operating massively scalable systems? Looking forward to become the seed team member of a new initiative? If so, here is an opportunity tailored for you. Who are we? Amazon businesses",['Web Development Engineer'],4,7
4412,Dev Ops Engineer,Amazon,"Hyderabad / Secunderabad, Hyderabad",Not Specified,Job Description : The Recruiting Engine Team is reinventing how we recruit at Amazon. Recruiting the right candidates across all of Amazon is critical to our ability to innovate and build on behalf of customers. As the search for talent becomes more,['Dev Ops Engineer'],4,7
4413,Senior Software Development Engineer,Amazon,Bengaluru / Bangalore,Not Specified,Job Description : Are you interested in building out a cloud-scale log analytics and search platform? Do you want to revolutionize the way people manage and derive insights from vast volumes of data in the cloud? Do you want to have direct and immedi,['Senior Software Development Engineer'],7,10
4414,SDE1,Amazon,Bengaluru / Bangalore,Not Specified,"Job Description : Amazon.in, Amazon's marketplace in India, is building a team to take it to the next level by building capabilities that are relevant for customers in India. As part of The India Consumer Technology (ICT) group, the Category Experien",['SDE1'],,
4415,Sr. Technical Program Manager,Amazon,"Hyderabad / Secunderabad, Hyderabad",Not Specified,Job Description : Is passion for innovation what drives you? Are you turned on by seeing something you worked on being used by millions of people? Alexa Data Services (ADS) is a global Machine Intelligence Data Services organization that provides a,['Sr. Technical Program Manager'],7,10
